tweet_id,sentiment,author,content
1957412151,happiness,jonathanlumang,"@sueveeyall Haha, I wish I could"
1957412562,happiness,JeffRJohnson,"Warwick Castle http://snurl.com/izzau Amazing!  Off to Devon for a week...no internet, no updates"
1957421654,happiness,elisabethklein,good morning people !! in good old germany is it soooo cold
1957422689,happiness,caseydunks,@sunnyphoenix there was like no1 there n tha DJ comp was hella wack... no gud DJs  but got in free so its all gud
1957436693,happiness,melansonnnn,wishes she would call him ...   *hc*
1957447369,happiness,DimitriMOMB,"My life what a beautiful morning, i can think if no better way to ruin it than by being at work"
1957453857,happiness,kaitXOhop,wish my nicky were home too
1957455328,happiness,Broooooke_,hmm..Osaka. Last show today.Very sad  . i can decode ur msg ;) haha cant wait till u get 2 Sydney ;D i missed out on tickets tho :o xx
1957463319,happiness,khupapipz,huhuhu still working to get new clients in motion graphics
1957467913,happiness,rodbear,"Why does #googledocs do folders, instead of labels like #gmail? I kind of like labels"
1957469948,happiness,AcePower,@Lara82 Yeah  He was such a good..erm...entertainment )
1957475541,happiness,stephyday,@mileycyrus I would totally take you to prom...if i hadnt already gone  sorry lol
1957476456,happiness,Reidsui,@RASHIDIAN Come hang out wif meeee
1957476811,happiness,kidcrayola,Hmmm thinking about taking back that I feel better this morning - I think I spoke to early
1957482992,happiness,babyowls,@pyroezra i know!  i wish she would. I just wanna cuddle and sleeep in ga! And go to the world of coke
1957489791,happiness,dreamsthedream,@carocat Nooo  But hey you're back next week! Are you moving back for good?
1957490526,happiness,bet33,"@ykesha2001 yeah, I also had to do a paper.. I only have one more final left: algebra.. &amp; I take it on my birthday!!   (june 3)"
1957496945,happiness,chatterchatbox,@_faeriequeen I just saw the Hamlet update too - excellent news... Never so good as live though
1957498577,happiness,Disc0Fidget,I can't work twitter on my phone!  we're just in bed thinking of funny stuff from last night! (L) GOOD TIMES!
1957504506,happiness,Rogerlam,@NMaize Lucky Rob... always gettin' the T8's from Emalon
1957508406,happiness,gigivsantos,Going back to Manila this evening. All my trips to Cebu are so bitin.
1957511342,happiness,mattdeceptive,@drewpeacock85 cool dude! yeah i was hoping your rate was still $2.75. lol! yeah not sure when ill mar and par for my birthday dinner.
1957516437,happiness,ChasityBelt,"Morning twitties! Heading to college, just back from the docs, god I'm hungry  streching my ears again today! 10mm ;) payday I love you!"
1957523762,happiness,Becca__W,I have been playing skate for two hours. Now i need to get out and actually skate. But it's too late
1957524669,happiness,writepudding,"@mitch_400iso Me too, she was adorable and you could tell the pressure got to her."
1957533813,happiness,dshen02,@DaRealSunisaKim There's ding tai Fung here in Sydney aswell...  making me want dumplings...
1957553456,happiness,RelientTU,This is one of my all-time favorite episodes/quotes from The OfficeUS only   )  http://bit.ly/ARMJ
1957557944,happiness,PixieLouWho,I chilled in my room with my baby book missed my bro leavin  he really is cool had a stripper shirt on said I suppoort single moms! Funny
1957599931,happiness,renekreijveld,"@hilsatlvsonline Thanks for the tip! Unfortunately a major crash in my https site, just as ExtPlorer"
1957601055,happiness,thefluentone,@moneymakn1 Thats actually not that fun as you would think... I was hurting for a week after a similar experience.
1957609123,happiness,BriannaTerry,@shaundiviney 04182012154 send me one PLEASE!! I TXTD IN BUT I GOT A NEW PHONE
1957612314,happiness,magia3e,@MarkStanto why thx! #webdu I was only at the conf on Thurs
1957612372,happiness,megspeaks,Aww I heard I just missed you two @logieo &amp; @egg104 !
1957612378,happiness,amienguyen,writing report cards  soooo tired but what an amazing day. check it out on fb soon!
1957617858,happiness,emma_BMTH,"laughed so much today over that picture of lauren, that my chest hurts."
1957633015,happiness,cookie_crumbles,Lobbying in twitter! Here too!!  Yuk! Gettin rid of groupies ;)
1957713846,happiness,trickyireland,"on later than normal this morning, got attacked by a swarm of mini fly's after opening the veranda last night took an hour to get rid!!"
1957722183,happiness,Ali_Gardiner,"Looks like a beautiful day...and I am off work til Sunday, yay!! No bbq as yet though, gonna have to postpone my invitations"
1958071362,happiness,fluffybunny81,"Morning world, the sun seems to have gone away, maybe to Majorca or some other popular tourist spot. Hope it comes back soon"
1958076371,happiness,Gail_Hamilton,The Renegades last day was today and...well... he's gone... didn't catch him  Gutted... Closest he came to Greenock was Kilmacolm!
1958085888,happiness,littlelaura84,Well that was an interesting attempt at the commute to work... didn't exactly plan to end up where I did though...great
1958108546,happiness,LauraLaRue,I am hungry already. Not impressed! And everybody has gone to Rubys
1958119966,happiness,chelsea_playboy,yay dad agreed to pay for my tuition and equipment! yipee not till nxt jan tho
1958120577,happiness,amikaadeleigh,got back from the embassy; missing one paper  go again on Monday!!!good luck me!!!
1960377687,happiness,tiffanyb,"On the list of park closures - Calaveras Big Trees SP, where I'm headed this weekend. So glad to be visiting before it's too late."
1960381185,happiness,suzannapavelle,"Sold bikes faster than expected, and we are running out of sizes.    Luckily the single speeds are on the ocean now! ETA -  EO June."
1960386215,happiness,Pandajkv,Just took daughter to school. Still tired and still no voice. I know some people are happy!! LOL. Time to get ready for work
1960386429,happiness,Ant_D,"I've got a bit of neckache after going hard (not going home) at Alternative night. I mean I have to, it's nearly all over"
1960387346,happiness,urbanpeach,greeeeeeeeeeeat  this summer i have four classes...if you know me...u know why
1960515884,happiness,whawouldjudasdo,"The weather is SO nice! And there were so many hot guys in town, I felt like a kid in a candy store. Except all the candies are straight"
1960625068,happiness,monkey2939,Had a lovely day yesterday. The weather was great! Now stupid slapton
1961554830,happiness,TheWendilicious,"Just got done working with Nate today...got another 100%! Yippee!! He's going on vacation next week, so I have to brave Calc on my own."
1958117612,hate,Sandrake,Getting very frustrated by people who don't know what they want... can't wait to go home tonight...
1958119313,hate,colinrmccabe,@tweetie Why do I have to enter my registration details every time I update?
1958119443,hate,jemariie,@CheskieBear gosh! i hate it. my school will start in monday too.  and my classes will start 6.00 and end at 12.00 i'll never had a chance
1958119955,hate,special_noodles,"@lordlucan i had terrible trouble with 'sp' words as a child, would drop the 's' pider, pade etc, needed lessons. bad memories"
1958123382,hate,karinb_za,@GarethCliff Oh stop boasting already.  I've got a horrible piece o' crap cellphone.  *pulls a tongue*
1958126712,hate,gangstaaadisney,hates having to be at work for six am
1958128173,hate,KatWoman17,Fed up today        No-one's available for comment
1958131790,hate,phonographh,@Tolman21 I was asleep until my brother woke me up asking me if I ate the rest of the frosted mini wheats. I can't go back to sleep.
1960145467,hate,KellySutton,@luketurcotte Not having Hulu in Germany sucks
1960145634,hate,SirCrumpet,I can't think of a way to express in 140 chars how disspointed I am with the advertising on Lifehacker's Why I Didn't Buy A Mac article.
1960147587,hate,longlostpenpal,"want to read twilight all day, not work at the stupid cher function"
1960157324,hate,darkpaintedrose,"@EricMM76 What's sad is that I actually had to google that term. That sucks, tho."
1960160266,hate,nikkinana,not sure why I can't get tweetdeck to work on my computer. want to know what all of the hype is about
1960167394,hate,jrnygirl,suffering benadryl hangover this morning and a killer headache.... ugh!
1960168482,hate,SamBam911,@gprado Awww I HATE that one!!
1960169784,hate,honeysnowflakes,@KinanLW I live in the Philippines. &gt;.&lt; and honestly i wanna live somewhere with snow!!
1960190630,hate,luisbg,"sorry paul scheuring, but prison break series finale sucked... in so many levels"
1960196628,hate,MissCindyBaby,ugh damn! my usual babysitters graduation is on Wednesday and I just got a meeting request from my boss during her graduation
1960201189,hate,hillary_ann,school is so pointlesss. seriously though. 7 days of school left and all we do is watch movies and make powerpoints. let me leaveeee
1960202575,hate,Julietteshay,&quot;I'm giving up on you. I don't care how you mess up your life now.&quot;... :'(
1960208219,hate,jmorell,"@cskly Kev, fuck off! I'm stuck in Westgate working"
1960211665,hate,nightatnoon,My generation is too fucking apathetic to party down in the desert. 30+ knows how to have fun and my age group is generation myspace?
1960213062,hate,wraith2021,I never get invited to go anywhere
1960216859,hate,Judi6o9,"Sighs, well I accidentally clicked back space on my mouse"
1960259808,hate,postverta,I hate packing
1960260938,hate,KMuncie,Seems like everyone I know is asking for computer help...   kill me now
1960267316,hate,wndwhni,unemployment office sucks
1960295364,hate,Bibi_SD,Can I get some gd news for gods sake
1960295566,hate,elseyah,I am doing Geography Revision on Earthquakes!  How Boring!!
1960296269,hate,tecscarff,What a burden. Abit of a fail lunch with Dan
1960297237,hate,TheChrisD,"Right, fuck the whole Twitter silence experiment. The last four days have been murder with the inability to mouth off"
1961078703,hate,tensix2,just thought about how unfair 3 ppl have been 2 me n got depressed again  HATERS!!!
1961082612,hate,jesssicababesss,A thursday. Is that REALLY necessary @jonasbrothers ? Have u ever heard of school and horrible mums
1961085313,hate,therealMilie,"We waste way too much paper @ the office... for nothing worthy, that almost disgust me"
1961099229,hate,tinkerdinkers,im tweeting... this is so hard... i dont get it...
1961129232,hate,mrshaggie810,I hate that I am so stinkin tired everyday!  It's so hard to get up...I thought I was supposed to start getting energy back now.
1961132017,hate,qtpinkbuble,fuck you tony
1961135354,hate,eagerxeyes,"Is waiting, yet again. please, just let this to be over"
1961140626,hate,epinardscaramel,Open office &quot;writer&quot; is weird. I need Word to open word documents correctly
1961152655,hate,jenniferleighhh,Shower. Then back to bed. So sick still.
1961153858,hate,alyssaxmae,Weather sucks. APUSH filming has become a maybe  At least banquet is tonight
1961173792,hate,rose1396,im grounded tonight  i hate stupid silent mode
1961174215,hate,IvanaE,Then back to fucking school
1961174926,hate,CarpeDemon,"@ThePaul it's a modded 360, so you can't send it back?  That Red Ring of Death sucks!  It took weeks to get mine back from Microsoft."
1961176973,hate,TheWife4life,My new car is already giving me problems  That cant be a good sign.
1961212813,hate,ladymix,Son of a bitch...my media thing that streams music from home isn't working again  Why can't itunes play music from my iphone
1961539858,hate,ianvisits,Came home after getting ratty in a shop with the staff and a blister on the foot. Meh
1961543667,hate,vickyyy8,Flip flops are a menace! I've cut one of my feet  Ouchies.
1961546996,hate,CarolynVela,Just here at work........just got out of a meeting with my staff.... I had to be the big bad boss today.
1961568160,hate,meis122,Twenty minutes on a fucking call you would think that the person would mention there is already a trouble ticket investigating the issue
1961572690,hate,Efouhy,ahh I hate being sick  Watching atonement! and sleeping
1961577683,hate,kesor6,"ebay should just die! after not using my account for 4 years, i cant unlock it. and their support is dead, aka: auto-hello-scripts"
1961608352,hate,mlives80,6 freakin days!!  Just a thought...what would I have to look forward to after this?
1961612662,hate,desiraie,"left school just now. my new dress broke, the strap ripped off"
1961613749,hate,Wodjah,Got the keys to my new flat - gorgeous weather for weekend - and i'm spending it &quot;PACKING&quot;
1961619276,hate,SabrinaForeman,"I am up, and having to deal with another rainy day  What the hell happened to summer, its so freakin cold!"
1961645575,hate,NerkTheJerk,Just got to work  Today is going to be another long ass day!
1961647925,hate,plasmamonkey,Walking to class. I hate not having a bike....especially mine.
1961692427,hate,likeomfgsera,"I had to postpone the photoshoot. Stupid Wisconsin weather. Why can't it be sunny? Working out, tanning, preschool grad night, then out!"
1961700867,hate,RowanHeaphy,last night in cork  and come tomorrow i wont even remember it... double sad face  haha... in the words on lily allen.. NOT FAIR!
1961702116,hate,karlaarandela,Grrr..stupid internet connection ruined a great scrabble game
1961742642,hate,king_aggy,Geez I'm hating bein at work till 10 on a day like this I feel like its a wasted lovley day
1961747519,hate,GatorUA,@bitterpurl I don't even look at their fabric unless I need polar fleece.   It's worth the extra $ to go to Needle and Thread.
1961748103,hate,MESSI10,"Today in the friendly game one asshole hit me in the knee. Now, I'm lying in bed with a heating cream (stinks) and ice. bore very much"
1961749353,hate,loisxmariex,OMG The LG KC910 touchscreen fone is such a pile of shite!! Roll on new contract in 18 months
1961692427,hate,likeomfgsera,"I had to postpone the photoshoot. Stupid Wisconsin weather. Why can't it be sunny? Working out, tanning, preschool grad night, then out!"
1961700867,hate,RowanHeaphy,last night in cork  and come tomorrow i wont even remember it... double sad face  haha... in the words on lily allen.. NOT FAIR!
1961702116,hate,karlaarandela,Grrr..stupid internet connection ruined a great scrabble game
1961742642,hate,king_aggy,Geez I'm hating bein at work till 10 on a day like this I feel like its a wasted lovley day
1961747519,hate,GatorUA,@bitterpurl I don't even look at their fabric unless I need polar fleece.   It's worth the extra $ to go to Needle and Thread.
1961748103,hate,MESSI10,"Today in the friendly game one asshole hit me in the knee. Now, I'm lying in bed with a heating cream (stinks) and ice. bore very much"
1961749353,hate,loisxmariex,OMG The LG KC910 touchscreen fone is such a pile of shite!! Roll on new contract in 18 months
1961757490,hate,evelinamonroe,@JuiceOwens WHATS THE VIDEO?? I CANT WATCH IT!
1961763085,hate,Kaay94,is so gutted she can't get tickets for pink!
1961816294,hate,mfrick100,"is somewhat irritated by people coming up to me and asking if I'm so and so from TV, or that I look familiar. I thought I was original."
1961824060,hate,smileybhoy,The trains turned into a microwave
1961866164,hate,beachrunner09,"I'm really getting sick ugh Fuckin nursing homes! Laying in bed, might go run later, watch some more movies with Austin. Sara &amp; Sami left"
1961875139,hate,inklessvix,This is slowly going to drive me crazy i hate leaky faucets they're frustrating! I'm ready for a nap but there's no naptime at work
1961894088,hate,hyde_end,Never before in the field of human conflict have so many hard drives died on me.   What a waste of a day.
1961895288,hate,AndreaStepter,Going to shawnee........I hate the long drive there...i just want to get all this paper work over with
1961899521,hate,Ms_Nicholson,@MoneyMakinMatt shut up fool ....where you been at??? i dontlike the fact that you keep abandoning me
1961900736,hate,Bex_TOforWC,"@StaceyVPofWC i was sent home yest from work, when in again today but feel like hell and burning up with a high temp, got it off hubby"
1961900792,hate,natalieridout,Lost at bowling again  why do i suck
1961925259,hate,OrangeAndBlackk,"Oh god, I want to blow up my tooth. It hurts."
1961930354,hate,willow0226,Is UPS like the cable company and doesn't show up til the last possible moment? I'd like to take a nap before school gets out
1961963611,hate,kathystover,"@CaronsBeachHs  Still dealing with quite a bit of pain, will jump off here soon to lay down,very frustrating  Thanks 4 asking"
1961968345,hate,MasumaMerrygold,@RobynHumes Can't  Bro on laptop &amp; Salm on comp! Me stuck with Wii :'( xx
1961991533,hate,shmuxel,is fed up of stupid bots adding me
1962002922,hate,gabwqt,Just finished reading Chuck Palahniuk's &quot;Pygmy&quot; and kind of hated it. I'm really disappointed; I had pretty high hopes for this one.
1962015371,hate,Lain_Otaku,Hanging out at the San Fran airport. Got a few hour wait until I go anywhere...BTW SFO's $7 wifi is garbage.
1962017742,hate,krzy415,On my way 2 work damn sinus headaches suck
1962018945,hate,blackHeart21Red,Got tired of the kitchen being uninhabital so swept and mopped the floor when its dry I'll do the work tops
1962056452,hate,toothpick1995,"Sitting in Mrs. Martins class, youtube is being stupid. and i REALLY want a popsicle!!! jealous of Sara"
1962479704,hate,McEntire1255,Stupid idiot who ran a stop sing and almost killed me and my car!
1962600088,hate,bookgrl,Still hating the whole Twitter replies thing. I feel like I'm missing bits.  #fixreplies
1962604509,hate,MediaCircus09,"I work for a man that is so bad at his job that the whole team want to leave, and all believe we would make more money if he wasn't here"
1962609197,hate,rosaalind,Geometry is so Damn boring.  waste of time.. 20 more minutes left
1962652712,hate,gigi4538,"1 of my most hated jobs. Clipping coupons &amp; going thru house, top 2 bottom &amp; making grocery list. Took forever &amp; now major shopping trip"
1962803421,hate,andyfm,"damn fight night 4 demo won't load, keeps crashing at the first screen. time to delete and re download i think"
1962803663,hate,RosyCabrera0705,@KourtneyKardash i hate this weather! When u have lived here ure whole life u get used to it...may is always rainy  @RobKardashian
1962806756,hate,edsaint,@lozzy hahah I wish that was true. This is really really bad  just gonna stay home and chill tonight. And as usual I REALLY wanted to go.
1962812065,hate,Dits,"@Xantiriad the music in the trailer was terrible imo, cheesy handbag house. I was expecting some dnb or hard house"
1963086369,hate,rikkijoee,Screw you guys and your prom pictures
1963132524,hate,__laurenS,work is depressing the hell out of me  i want someone to fukin come on holiday with me in august
1963385538,hate,hello_charlotte,being surrounded by student houses having barbecues and playing shit music is hardly conducive to a good job-applying frame of mind
1963386097,hate,bartonbishop,Headed to Parking Facilities to turn in permit renewal. Not being across from the breakroom means I check snailmail once a month.
1963425102,hate,Xyense,I just told the people that matters the most to me to just leave me alone... I fucked up again.
1963461143,hate,thepurplediva,#BGT  Piers shouldn't have buzzed when the little girls were singing
1963462721,hate,JoAnneRowney,in a bad mood now  annoying when its sunny
1963574394,hate,jpo612,This weather sucksss
1753869305,relief,r7aal,@halibrahim Europe sounds gr8! Will finish my exam on Teus and then we'll  talk about it
1753869591,relief,rana__xx,ps liam we're going to look like tools on the train to the city  hopefully we can scare some old people
1753871934,relief,torilovesbradie,"@sarahhh3 ill call you on my home phone to your home phone    after dinner tho! coz im almost ready to eat, is that ok? xx"
1753884644,relief,ellipses,"@nataliefisher I like the idea of eliminating bludgers and beaters just tackling ppl, makes it nearly as dangerous as book quidditch"
1753884983,relief,onyxparadise,"fear crept in but it's already been dismissed. now let me do this thing right, coz this time the feelings are there and it's so different"
1753885049,relief,Greg_McDougall,"Morning all, finally got to stream media from PC to PS3 via wireless router, much easier than using a USB dongle, ah, techy simplicity."
1753885345,relief,perkierthanyou,juz donated books/mags 4 charity. Not only do I feel good but it gave me a good workout from all that heavy lifting
1753886145,relief,paulverhoeven,@halia Smile. Everything worked out.
1753903055,relief,Jimmy_Jojo,Assignment actually looking pretty decent....so glad I changed my topic at the last minute
1753820963,relief,justdenise11,just got home.
1753821296,relief,girlnotgrey,Time to turn the phone off and get a full nights sleep
1753822028,relief,rayinstirling,Today I'm working on my &quot;Quirky Q&quot; cue or maybe it will become a concerto
1753823130,relief,evilbugz,Cleaning all day today after he runs off to do his stuff and setting my schedule for the week.  I feel much better now and calmer too!
1753823391,relief,kshitijb,beats the heat with cool guava juice in handi water
1753836604,relief,VioletsCRUK,@jason_2008 lol oh dnt worry u'l be able to squeeze it soon enough!! Hope you have a good day today!
1753836798,relief,popoyambao,"All in all, a good weekend"
1753838103,relief,KellyMaree91,"@Rebeckela that is no problem, i know you will win with the butt kicking as i can see into the future,,, its your destiny.. jaiho"
1753853636,relief,sleepless26,@frankiemuniz hey there? hope you're all right. Just watching F1 Warm Up for GP Spain!
1753854179,relief,jstreetley,Revision continues. Getting so bored and tired. I can't wait to get out and do interesting things. Only a week and half left though
1753854845,relief,linnetwoods,@aneD Well thank you! I'll try and remember to put it somewhere
1753855112,relief,Will_Scott,@IronLantern Yup. And pulse.im is withstanding the hits so far
1753855357,relief,AnaHelenaSousa,"just woke up still in bed  sundays r the shit, its the do nothing day of the week"
1753804871,relief,HelenaRaxton,Going to take it quite easy today actually. Yesterday was great but it took a lot of energy out of me. Going out for some pirating later.
1753805371,relief,douche_cunt,@jaderibeiro lol event management. no prerequisites
1753805460,relief,arshavince,just finish clean up my computer/guest room's cupboard! my stuffs
1753806977,relief,AubweeMawee,Finally home and ready for bed!  night!
1753788308,relief,tysrn,"Umm. What do we have here? Apple pie, check. Cupcakes, check. Green tea, check. Coffee, check. Then we're ready for tea time"
1753790186,relief,DominiqueGoh,@BoltClock oic.. will need to get upgrade space if I do want to use it then.thanks  Will most prob only use photoshop and dreamweaver
1753693922,relief,stu_art_ist,@McGiff Thanks for sharing that
1753694151,relief,R3beccaF,@kjarrett Thanks for tweeting a very useful set of refs - I'm in the middle of adding them to a chapter I'm editing
1753694596,relief,schrader,"Mother's Day breakfast is over, getting back to work now. Back on Rails"
1753694976,relief,prmack,"@cssglobe thanks Alen, it seems that we can only submit community news, is this an error, or must we prove ourselves"
1753695944,relief,TheStephy,"is back...been feeling ill and extremely busy all week. happy mother's day, to all you mama's out there"
1753615471,relief,realjas,@gentlerabbit Awesome!  I'm glad they didn't screw it up!  I'll let you know Monday where we are going to watch it.
1753616522,relief,chrismartin7,is relaxing after working on Mothers Day.  Oh well. A good day had.  Hope you are all well
1753616577,relief,ahoyalexandRAH,finally synced iPod
1753617611,relief,adrianh,@markng Sounds like a plan. Nice to see some positive thinking though rather than the usual &quot;media is dead&quot; tosh
1753631046,relief,barbz6344,happy mother's day to all mom's out there!!  we gave our mom a rose and we treat her to max's restaurant..how about yours?
1753631137,relief,wonder_nat,Lovely hubby has just spray tanned the back of my legs for me so hopefully won't look like an allsort for much longer!!
1753632239,relief,Fredrikkk,I feel better today.
1753632320,relief,HelloLizzi,i definitely win at life
1753633283,relief,oliverronaldson,Just downloaded a podcast @ the bus stop
1753633673,relief,stu_art_ist,"@Moonchild66 I'm sure It will be repeated soon, seems to be on  TV quite a lot lately. Glad you mentioned it last night, watched it again"
1753633722,relief,pollyxx,@ichliebexdich  hhahaa!    its well strange just woke up to an empty house ahah  lolllllyyyyyyyy&lt;3 love that dog
1753646849,relief,SandsOfAfrica,Now I KNOW my shares are up...have 7 followers...wonderful!   The sun is now shining brightly in 'darkest Africa'...
1753662342,relief,CognitiveGirl,Two days in country victoria and my stress is gone! I think I left her there to fend for herself
1753662648,relief,helen_lo,@fnyc At least you're getting closer to normal bedtime. Enjoy your trip. Keep us updated. Sweet dreams
1753663760,relief,Aliina1,"enjoying the sun with daddy, learning for englisch exam, watching gilmore girls"
1753663805,relief,Lisakristinee,At home about to go to sleep! Goodnight twitter world!
1753664558,relief,Amandabla,"Watched GossiP.Girl. Dan's so funny, haha."
1753665564,relief,allie_tee,going to bed happy mothers day people
1753665967,relief,miniash89,"is chillin' with my hangover, hollyoaks and a plate of chips....sunday mornings"
1753666241,relief,cammjones,just gott home from work and now relaxing
1753678185,relief,BoydyxO,sunnn finnalllyyy!!  aint slept :| need some sleep
1753678426,relief,TwilightNorbie,preparing to visit a friend  And we're gonna watch Twilight! Yay!
1753679930,relief,gemmaaaax,aw taxi man is going fast just for meee
1753680804,relief,IamTam,@jenifel Aww thanks! I am indeed graduating on Friday. Just 4 finals stand between me and freedom...or Teach for America and law school
1753347732,relief,mandagoforth,"i'm doin my tweets on my phone so i have on clue how to reply to anyone. but thank u fiercemichi, as soon as i can i'll check it out."
1753347752,relief,StyelSpecialist,&lt;&lt; Finaly Back to home..
1753348528,relief,nettyp,Lol @ me and @kittykatmakeup whispering so we don't get in trouble and being almost 30! Feels great to be home feeling like kids
1753349261,relief,gm_s,@millportonian Don't worry. You'll be 38 soon
1753349272,relief,kylabean,Last library day before Doomsday. Urgh. Was nice to wake up with my J-bum though. He's still sleeping now. Cute
1753349717,relief,grum,"@pantone801 heh, thats the same theme I used on http://leetbix.net"
1753364950,relief,lwarren17,"@BeanJuce thanks, feeling good and off to New Forest later"
1753365813,relief,KatsManDEW,"@BB517 Hey girl, yeah I did..thanks a bunch!! I haven't started downloading them yet...I totally owe you."
1753367086,relief,Ms_Hernandez,@kyleterrell Yeah I'm kinda glad I did stay home
1753382251,relief,samthepenguin,@JamFactory Andy of Crazy Label has found me a Vimto droplet! Yay!
1753399857,relief,johnbeynon,"@fuzzyorange i thought people only went to hounslow when they'd gone the wrong way, didn't know there was anything there"
1753400210,relief,joaqui_miguel,I will not be late.  I will not be late.  I will not be late.
1753400220,relief,TELLMETWICE,uploaded a new song to the Tellmetwice myspace today by DOLLAROSA &gt;&gt; please come listen  http://bit.ly/JAE1v
1753401944,relief,jeffdoug2,Sitting down for a nice English breakfast. The one meal they do right
1753415911,relief,newrichluv,Ok I am going to sleep for real now good night twitter land
1753416608,relief,violetbakes,"@hilaryjp  I've already done my washing, I have a spring in my step this morning"
1753418588,relief,LukeFTF,@iamsemmi Im Drinking Right Now  Hot Tea and Honey!... Take care u too
1753432458,relief,bullitt33,@xanister I'm glad you liked it though
1753433112,relief,MaruPlancarte,time to bed now!!
1753450315,relief,CHAlOE_lARESE,@YoGottiKOM when u gonna come show minnesota some love though hun?!
1753451511,relief,billingtonart,"@StampfliTurci  yes I can imagine, I need my morning coffee otherwise I cannot function, have a good and relaxing Sunday"
1753466448,relief,Tanithr,I think that's our first proper contact with each other. It was amazing and brought a few tears to my eyes
1753466539,relief,juecov,Marking going ok so far A's and B's so far - relieved it looks like I have future programmers in class
1753466776,relief,Pseudomorrow,@morningroc Dont worry man. You'll see me just as much this week as you did last week.
1753466925,relief,kurtisblow,Sleepy time..   happy mothers day all u momz
1753467006,relief,Ask_About_Brie,phone was acting crazy today so i missed all my tweeties' updates  but i fixed it
1753468792,relief,julius_eckert,@boelzebub automated porn-downloader would have to know which porn you like. youporn has this new recommendation feature
1753482398,relief,conversechick92,"@ddlovato Good to hear you're bck!! don't let stupid rumours put u down! as long as ur fans r behind you, you got nothing to worry bout  x"
1753484219,relief,KessaLynn,@theasiangoddess thanks for the #followfriday  right back atcha!
1753485123,relief,Miggg,Everything is better with a bag of weed
1753485303,relief,simonjensen,"Finally made it through Dead Space, that only took half a year"
1753499225,relief,steveyg971,@kjofficial I'm sure you left the audience awestruck Katherine. Looking forward to reading some wonderful reports.
1753500976,relief,duskdiamond,"I guess I'll use TwitterFox for a while, now"
1753532765,relief,anja_heymoon,I haven't slept this good in such a long time... I feel great.
1753533162,relief,haonhien,Came tantalizingly close to acing a Facebook communism quiz. One question has &quot;I hope Britain will be next communist&quot; as correct answer.
1753534103,relief,esotericsean,"Ah, finally at home in my comfy bed. Goodnight"
1753534297,relief,Hetty4Christ,@DeanBenninger God bless you my dear friend...
1753548451,relief,MelissaWOOF,@laurenwhispers Greenday are coming in December
1753550036,relief,jaksdeflatdego,Is still awake at 5AM but for way better reasons.  A fantastic night with fantastic people... and fantastic food!!
1753551179,relief,bianca_maria,@sweethoneyguy awww THANK YOU!  you are a great guy too  how's ur weekend been so far?  hugs xxx
1753551275,relief,Malkavelli,"Have just slept for 14 hours, would have been longer but working this pm"
1753567836,relief,LisaWellington,"Stitches out. Very brave boy, no anesthetic, just cbeebies to dull the pain."
1753583752,relief,NikiaOn1035,@24kphotography Thank you! I appreciate that.
1753583806,relief,LawrenceKwek,"is at my grandma's place with my mum, celebrating mothers' day in 3 generations. The 4th will come"
1753583983,relief,designingfresh,@marinasmom Yucky! We had our last soccer game of the season today...tryouts start Friday
1753584316,relief,dondy,"Season 2 of The Wire, done! Kinda weak compared to the first season but I expected that... Still good though  Season 3 here I come!"
1753584811,relief,Neecole09,"It's so awesome to know that there are people who think I have what it takes to make it in Nashville, and who offer to help if I want it."
1753584977,relief,andrewwooddiver,not at work today .i have my car back she is perfect  going random shopping later .
1753585429,relief,skybluesfc,And the Sun is shinning.........at last
1753585695,relief,CatsCompilation,Tidied &amp; hoovered the whole flat - and all b4 10am today  Now we're heading out2 German bakery 4 breakfast followed by a walk in the park
1753598863,relief,OreosRule,just woke up...feelin a lil better  &lt;3
1753601006,relief,KatsManDEW,@BB517 LOL...I think it's safe to say that we are not alone in our thinking!
1753615390,relief,itsdarryldsmith,@onlyvicky Would you believe that I'm done with homework for the rest of my life?
1956967666,sadness,wannamama,Layin n bed with a headache  ughhhh...waitin on your call...
1956967696,sadness,coolfunky,Funeral ceremony...gloomy friday...
1956968487,sadness,ShansBee,"I should be sleep, but im not! thinking about an old friend who I want. but he's married now. damn, &amp; he wants me 2! scandalous!"
1956969035,sadness,nic0lepaula,@charviray Charlene my love. I miss you
1956969172,sadness,Ingenue_Em,@kelcouch I'm sorry  at least it's Friday?
1956970047,sadness,Danied32,Ugh! I have to beat this stupid song to get to the next  rude!
1956970424,sadness,Samm_xo,@BrodyJenner if u watch the hills in london u will realise what tourture it is because were weeks and weeks late  i just watch itonlinelol
1956971077,sadness,Sim_34,The storm is here and the electricity is gone
1956971206,sadness,brokenangel1982,So sleepy again and it's not even that late. I fail once again.
1956971586,sadness,cleepow,How are YOU convinced that I have always wanted you? What signals did I give off...damn I think I just lost another friend
1956972359,sadness,xamountoftruth,so tired and i think i'm definitely going to get an ear infection.  going to bed &quot;early&quot; for once.
1956972557,sadness,LilithGaea,"@IsaacMascote  i'm sorry people are so rude to you, isaac, they should get some manners and know better than to be so lewd!"
1956973598,sadness,username_origin,Fudge.... Just BS'd that whole paper.... So tired.... Ugh I hate school.....  time to sleep!!!!!!!!!!!
1956976312,sadness,amy__xx,@ether_radio yeah :S i feel all funny cause i haven't slept enough  i woke my mum up cause i was singing she's not impressed :S you?
1956979150,sadness,rionne,I'm having a problem with my photo here in twitter amf!!!...can't see my face!
